RACE_TRACK,RACE_DATE,POS,DRIVER,CAR,MANUFACTURER,LAPS,START,LED,PTS,BONUS,PENALTY
Phoenix,2022-03-13 00:00:00,18,William Byron,24,Chevrolet,312,3,12,36,0,17
Phoenix,2022-03-13 00:00:00,19,Todd Gilliland,38,Ford,312,33,0,18,0,0
Phoenix,2022-03-13 00:00:00,20,AJ Allmendinger,16,Chevrolet,312,29,0,0,0,0
Phoenix,2022-03-13 00:00:00,21,Austin Dillon,3,Chevrolet,311,13,0,19,0,3
Phoenix,2022-03-13 00:00:00,22,Bubba Wallace,23,Toyota,311,27,0,15,0,0
Phoenix,2022-03-13 00:00:00,23,Brad Keselowski,6,Ford,311,18,0,14,0,0
Phoenix,2022-03-13 00:00:00,24,Austin Cindric,2,Ford,311,8,0,13,0,0
Phoenix,2022-03-13 00:00:00,25,Erik Jones,43,Chevrolet,311,14,0,12,0,0
Phoenix,2022-03-13 00:00:00,26,Christopher Bell,20,Toyota,310,4,0,16,0,5
Phoenix,2022-03-13 00:00:00,27,Michael McDowell,34,Ford,310,22,0,10,0,0
Phoenix,2022-03-13 00:00:00,28,Ricky Stenhouse Jr.,47,Chevrolet,310,36,0,9,0,0
Phoenix,2022-03-13 00:00:00,29,Harrison Burton,21,Ford,309,24,0,8,0,0
Phoenix,2022-03-13 00:00:00,30,Landon Cassill,77,Chevrolet,308,31,0,0,0,0
Phoenix,2022-03-13 00:00:00,31,Cody Ware,51,Ford,307,32,0,6,0,0
Phoenix,2022-03-13 00:00:00,32,Garrett Smithley,15,Ford,305,35,0,5,0,0
Phoenix,2022-03-13 00:00:00,33,B.J. McLeod,78,Ford,304,34,0,4,0,0
Phoenix,2022-03-13 00:00:00,34,Kyle Larson,5,Chevrolet,239,7,2,13,0,10
Phoenix,2022-03-13 00:00:00,35,Martin Truex Jr.,19,Toyota,219,20,0,2,0,0
Phoenix,2022-03-13 00:00:00,36,Corey LaJoie,7,Chevrolet,45,30,0,1,0,0
Phoenix,2021-03-14 00:00:00,1,Martin Truex Jr.,19,Toyota,312,5,64,49,0,9
Phoenix,2021-03-14 00:00:00,2,Joey Logano,22,Ford,312,9,143,54,0,19
Phoenix,2021-03-14 00:00:00,3,Denny Hamlin,11,Toyota,312,3,33,49,0,15
Phoenix,2021-03-14 00:00:00,4,Brad Keselowski,2,Ford,312,1,19,48,0,15
Phoenix,2021-03-14 00:00:00,5,Chase Elliott,9,Chevrolet,312,6,0,40,0,8
Phoenix,2021-03-14 00:00:00,6,Kevin Harvick,4,Ford,312,18,0,40,0,9
Phoenix,2021-03-14 00:00:00,7,Kyle Larson,5,Chevrolet,312,2,1,32,0,2
Phoenix,2021-03-14 00:00:00,8,William Byron,24,Chevrolet,312,10,0,36,0,7
Phoenix,2021-03-14 00:00:00,9,Christopher Bell,20,Toyota,312,4,0,29,0,1
Phoenix,2021-03-14 00:00:00,10,Ryan Blaney,12,Ford,312,8,35,43,0,16
Phoenix,2021-03-14 00:00:00,11,Aric Almirola,10,Ford,312,32,0,29,0,3
Phoenix,2021-03-14 00:00:00,12,Ricky Stenhouse Jr.,47,Chevrolet,312,11,1,25,0,0
Phoenix,2021-03-14 00:00:00,13,Alex Bowman,48,Chevrolet,312,21,0,24,0,0
Phoenix,2021-03-14 00:00:00,14,Matt DiBenedetto,21,Ford,312,20,0,24,0,1
Phoenix,2021-03-14 00:00:00,15,Kurt Busch,1,Chevrolet,312,12,0,22,0,0
Phoenix,2021-03-14 00:00:00,16,Bubba Wallace,23,Toyota,312,25,4,21,0,0
Phoenix,2021-03-14 00:00:00,17,Austin Dillon,3,Chevrolet,312,13,0,20,0,0
Phoenix,2021-03-14 00:00:00,18,Chris Buescher,17,Ford,312,17,0,19,0,0
Phoenix,2021-03-14 00:00:00,19,Ross Chastain,42,Chevrolet,312,22,0,18,0,0
Phoenix,2021-03-14 00:00:00,20,Erik Jones,43,Chevrolet,312,14,0,17,0,0
Phoenix,2021-03-14 00:00:00,21,Daniel Suarez,99,Chevrolet,312,27,0,16,0,0
Phoenix,2021-03-14 00:00:00,22,Chase Briscoe,14,Ford,312,26,0,15,0,0
Phoenix,2021-03-14 00:00:00,23,Michael McDowell,34,Ford,312,16,0,14,0,0
Phoenix,2021-03-14 00:00:00,24,Justin Haley,77,Chevrolet,312,29,0,0,0,0
Phoenix,2021-03-14 00:00:00,25,Kyle Busch,18,Toyota,311,7,0,17,0,5
Phoenix,2021-03-14 00:00:00,26,Ryan Preece,37,Chevrolet,311,15,0,11,0,0
Phoenix,2021-03-14 00:00:00,27,Corey LaJoie,7,Chevrolet,311,33,12,10,0,0
Phoenix,2021-03-14 00:00:00,28,Ryan Newman,6,Ford,311,19,0,9,0,0
Phoenix,2021-03-14 00:00:00,29,Tyler Reddick,8,Chevrolet,310,23,0,8,0,0
Phoenix,2021-03-14 00:00:00,30,B.J. McLeod,78,Ford,309,30,0,0,0,0
Phoenix,2021-03-14 00:00:00,31,Cole Custer,41,Ford,308,24,0,6,0,0
Phoenix,2021-03-14 00:00:00,32,Quin Houff,00,Chevrolet,305,35,0,5,0,0
Phoenix,2021-03-14 00:00:00,33,James Davison,15,Chevrolet,303,38,0,4,0,0
Phoenix,2021-03-14 00:00:00,34,Garrett Smithley,53,Chevrolet,300,37,0,0,0,0
Phoenix,2021-03-14 00:00:00,35,Josh Bilicki,52,Ford,258,36,0,2,0,0
Phoenix,2021-03-14 00:00:00,36,Cody Ware,51,Chevrolet,101,31,0,0,0,0
Phoenix,2021-03-14 00:00:00,37,Anthony Alfredo,38,Ford,87,28,0,1,0,0
Phoenix,2021-03-14 00:00:00,38,Timmy Hill,66,Toyota,15,37,0,0,0,0
Phoenix,2021-11-07 00:00:00,1,Kyle Larson,5,Chevrolet,312,1,107,40,0,0
Phoenix,2021-11-07 00:00:00,2,Martin Truex Jr.,19,Toyota,312,12,72,35,0,0
Phoenix,2021-11-07 00:00:00,3,Denny Hamlin,11,Toyota,312,6,0,34,0,0
Phoenix,2021-11-07 00:00:00,4,Ryan Blaney,12,Ford,312,4,33,42,0,9
Phoenix,2021-11-07 00:00:00,5,Chase Elliott,9,Chevrolet,312,2,94,32,0,0
Phoenix,2021-11-07 00:00:00,6,Aric Almirola,10,Ford,312,18,0,31,0,0
Phoenix,2021-11-07 00:00:00,7,Kyle Busch,18,Toyota,312,13,0,33,0,3
Phoenix,2021-11-07 00:00:00,8,Kevin Harvick,4,Ford,312,9,1,43,0,14
Phoenix,2021-11-07 00:00:00,9,Christopher Bell,20,Toyota,312,8,0,28,0,0
Phoenix,2021-11-07 00:00:00,10,Brad Keselowski,2,Ford,312,11,0,31,0,4
Phoenix,2021-11-07 00:00:00,11,Joey Logano,22,Ford,312,10,0,28,0,2
Phoenix,2021-11-07 00:00:00,12,Matt DiBenedetto,21,Ford,312,15,0,26,0,1
Phoenix,2021-11-07 00:00:00,13,Cole Custer,41,Ford,312,7,0,28,0,4
Phoenix,2021-11-07 00:00:00,14,Ross Chastain,42,Chevrolet,312,16,0,23,0,0
Phoenix,2021-11-07 00:00:00,15,Austin Dillon,3,Chevrolet,312,23,0,22,0,0
Phoenix,2021-11-07 00:00:00,16,Kurt Busch,1,Chevrolet,312,5,1,23,0,2
Phoenix,2021-11-07 00:00:00,17,William Byron,24,Chevrolet,312,3,0,26,0,6
Phoenix,2021-11-07 00:00:00,18,Alex Bowman,48,Chevrolet,312,14,0,19,0,0
Phoenix,2021-11-07 00:00:00,19,Tyler Reddick,8,Chevrolet,312,20,4,18,0,0
Phoenix,2021-11-07 00:00:00,20,Ryan Preece,37,Chevrolet,312,31,0,17,0,0
Phoenix,2021-11-07 00:00:00,21,Daniel Suarez,99,Chevrolet,312,17,0,16,0,0
Phoenix,2021-11-07 00:00:00,22,Erik Jones,43,Chevrolet,312,27,0,15,0,0
Phoenix,2021-11-07 00:00:00,23,Ryan Newman,6,Ford,312,19,0,14,0,0
Phoenix,2021-11-07 00:00:00,24,Michael McDowell,34,Ford,312,28,0,13,0,0
Phoenix,2021-11-07 00:00:00,25,Chris Buescher,17,Ford,311,26,0,12,0,0
Phoenix,2021-11-07 00:00:00,26,Justin Haley,77,Chevrolet,310,29,0,0,0,0
Phoenix,2021-11-07 00:00:00,27,B.J. McLeod,78,Ford,309,32,0,0,0,0
Phoenix,2021-11-07 00:00:00,28,Cody Ware,51,Chevrolet,306,33,0,0,0,0
Phoenix,2021-11-07 00:00:00,29,Joey Gase,53,Ford,303,34,0,0,0,0
Phoenix,2021-11-07 00:00:00,30,Josh Bilicki,52,Ford,303,37,0,0,0,0
Phoenix,2021-11-07 00:00:00,31,Garrett Smithley,15,Chevrolet,301,38,0,0,0,0
Phoenix,2021-11-07 00:00:00,32,Corey LaJoie,7,Chevrolet,281,24,0,5,0,0
Phoenix,2021-11-07 00:00:00,33,David Starr,13,Toyota,273,36,0,0,0,0
Phoenix,2021-11-07 00:00:00,34,Anthony Alfredo,38,Ford,242,30,0,3,0,0
Phoenix,2021-11-07 00:00:00,35,Chase Briscoe,14,Ford,153,22,0,2,0,0
Phoenix,2021-11-07 00:00:00,36,Ricky Stenhouse Jr.,47,Chevrolet,140,21,0,1,0,0
Phoenix,2021-11-07 00:00:00,37,Quin Houff,00,Chevrolet,122,35,0,1,0,0
Phoenix,2021-11-07 00:00:00,38,Timmy Hill,66,Toyota,57,39,0,0,0,0
Phoenix,2021-11-07 00:00:00,39,Bubba Wallace,23,Toyota,5,25,0,1,0,0
Pocono,2021-06-27 00:00:00,1,Kyle Busch,18,Toyota,140,19,30,44,0,4
Pocono,2021-06-27 00:00:00,2,Kyle Larson,5,Chevrolet,140,12,0,38,0,3
Pocono,2021-06-27 00:00:00,3,Brad Keselowski,2,Ford,140,11,31,50,0,16
Pocono,2021-06-27 00:00:00,4,Kevin Harvick,4,Ford,140,13,0,33,0,0
Pocono,2021-06-27 00:00:00,5,Bubba Wallace,23,Toyota,140,7,3,38,0,6
Pocono,2021-06-27 00:00:00,6,Ryan Blaney,12,Ford,140,16,0,38,0,7
Pocono,2021-06-27 00:00:00,7,Alex Bowman,48,Chevrolet,140,20,18,30,0,0
Pocono,2021-06-27 00:00:00,8,Ryan Preece,37,Chevrolet,140,23,0,29,0,0
Pocono,2021-06-27 00:00:00,9,Tyler Reddick,8,Chevrolet,140,10,0,31,0,3
Pocono,2021-06-27 00:00:00,10,Joey Logano,22,Ford,140,14,0,28,0,1
Pocono,2021-06-27 00:00:00,11,Martin Truex Jr.,19,Toyota,140,3,19,41,0,15
Pocono,2021-06-27 00:00:00,12,William Byron,24,Chevrolet,140,18,22,35,0,10
Pocono,2021-06-27 00:00:00,13,Austin Dillon,3,Chevrolet,140,21,0,24,0,0
Pocono,2021-06-27 00:00:00,14,Denny Hamlin,11,Toyota,140,17,1,32,0,9
Pocono,2021-06-27 00:00:00,15,Daniel Suarez,99,Chevrolet,140,8,0,24,0,2
Pocono,2021-06-27 00:00:00,16,Aric Almirola,10,Ford,140,5,0,32,0,11
Pocono,2021-06-27 00:00:00,17,Michael McDowell,34,Ford,140,2,7,25,0,5
Pocono,2021-06-27 00:00:00,18,Matt DiBenedetto,21,Ford,140,32,0,19,0,0
Pocono,2021-06-27 00:00:00,19,Chris Buescher,17,Ford,140,1,6,18,0,0
Pocono,2021-06-27 00:00:00,20,Kurt Busch,1,Chevrolet,140,15,0,17,0,0
Pocono,2021-06-27 00:00:00,21,Chase Briscoe,14,Ford,140,24,0,16,0,0
Pocono,2021-06-27 00:00:00,22,Ryan Newman,6,Ford,140,37,0,15,0,0
Pocono,2021-06-27 00:00:00,23,Corey LaJoie,7,Chevrolet,139,36,0,14,0,0
Pocono,2021-06-27 00:00:00,24,Cole Custer,41,Ford,139,38,0,13,0,0
Pocono,2021-06-27 00:00:00,25,Justin Allgaier,77,Chevrolet,139,27,0,0,0,0
Pocono,2021-06-27 00:00:00,26,Ross Chastain,42,Chevrolet,139,33,0,12,0,1
Pocono,2021-06-27 00:00:00,27,Chase Elliott,9,Chevrolet,139,9,0,16,0,6
Pocono,2021-06-27 00:00:00,28,Cody Ware,51,Chevrolet,139,25,0,0,0,0
Pocono,2021-06-27 00:00:00,29,B.J. McLeod,78,Ford,138,30,0,0,0,0
Pocono,2021-06-27 00:00:00,30,James Davison,15,Chevrolet,137,28,0,7,0,0
Pocono,2021-06-27 00:00:00,31,Erik Jones,43,Chevrolet,136,22,0,6,0,0
Pocono,2021-06-27 00:00:00,32,Christopher Bell,20,Toyota,135,4,3,12,0,7
Pocono,2021-06-27 00:00:00,33,Quin Houff,00,Chevrolet,135,31,0,4,0,0
Pocono,2021-06-27 00:00:00,34,Anthony Alfredo,38,Ford,134,26,0,3,0,0
Pocono,2021-06-27 00:00:00,35,Josh Bilicki,52,Ford,132,34,0,2,0,0
Pocono,2021-06-27 00:00:00,36,Garrett Smithley,53,Chevrolet,122,29,0,0,0,0
Pocono,2021-06-27 00:00:00,37,Timmy Hill,66,Toyota,113,35,0,0,0,0
Pocono,2021-06-27 00:00:00,38,Ricky Stenhouse Jr.,47,Chevrolet,111,6,0,5,0,4
Pocono,2023-07-23 00:00:00,1,Denny Hamlin,11,Toyota,160,8,9,55,0,15
Pocono,2023-07-23 00:00:00,2,Tyler Reddick,45,Toyota,160,7,15,47,0,12
Pocono,2023-07-23 00:00:00,3,Martin Truex Jr.,19,Toyota,160,2,20,44,0,10
Pocono,2023-07-23 00:00:00,4,Kevin Harvick,4,Ford,160,4,0,33,0,0
Pocono,2023-07-23 00:00:00,5,Ty Gibbs,54,Toyota,160,11,4,36,0,4
Pocono,2023-07-23 00:00:00,6,Christopher Bell,20,Toyota,160,5,0,31,0,0
Pocono,2023-07-23 00:00:00,7,Ricky Stenhouse Jr.,47,Chevrolet,160,22,0,30,0,0
Pocono,2023-07-23 00:00:00,8,Harrison Burton,21,Ford,160,26,0,29,0,0
Pocono,2023-07-23 00:00:00,9,Erik Jones,43,Chevrolet,160,24,0,29,0,1
Pocono,2023-07-23 00:00:00,10,Chase Elliott,9,Chevrolet,160,35,0,27,0,0
Pocono,2023-07-23 00:00:00,11,Bubba Wallace,23,Toyota,160,10,0,32,0,6
Pocono,2023-07-23 00:00:00,12,Aric Almirola,10,Ford,160,27,0,25,0,0
Pocono,2023-07-23 00:00:00,13,Ross Chastain,1,Chevrolet,160,21,0,24,0,0
Pocono,2023-07-23 00:00:00,14,William Byron,24,Chevrolet,160,1,60,31,0,8
Pocono,2023-07-23 00:00:00,15,Todd Gilliland,38,Ford,160,36,0,22,0,0
Pocono,2023-07-23 00:00:00,16,Brad Keselowski,6,Ford,160,13,0,21,0,0
Pocono,2023-07-23 00:00:00,17,AJ Allmendinger,16,Chevrolet,160,16,0,26,0,6
Pocono,2023-07-23 00:00:00,18,Chris Buescher,17,Ford,160,18,0,21,0,2
Pocono,2023-07-23 00:00:00,19,Michael McDowell,34,Ford,160,15,0,23,0,5
Pocono,2023-07-23 00:00:00,20,Kyle Larson,5,Chevrolet,160,3,24,27,0,10
Pocono,2023-07-23 00:00:00,21,Kyle Busch,8,Chevrolet,160,25,0,16,0,0
Pocono,2023-07-23 00:00:00,22,Noah Gragson,42,Chevrolet,160,32,0,15,0,0
Pocono,2023-07-23 00:00:00,23,Austin Cindric,2,Ford,160,9,0,14,0,0
Pocono,2023-07-23 00:00:00,24,Alex Bowman,48,Chevrolet,160,20,0,19,0,6
Pocono,2023-07-23 00:00:00,25,Cole Custer,51,Ford,160,31,0,0,0,0
Pocono,2023-07-23 00:00:00,26,J.J. Yeley,15,Ford,160,28,0,0,0,0
Pocono,2023-07-23 00:00:00,27,Corey LaJoie,7,Chevrolet,160,12,5,10,0,0
Pocono,2023-07-23 00:00:00,28,Ty Dillon,77,Chevrolet,160,33,0,18,0,9
Pocono,2023-07-23 00:00:00,29,Chase Briscoe,14,Ford,160,29,0,8,0,0
Pocono,2023-07-23 00:00:00,30,Ryan Blaney,12,Ford,160,14,2,10,0,3
Pocono,2023-07-23 00:00:00,31,Ryan Preece,41,Ford,159,34,0,6,0,0
Pocono,2023-07-23 00:00:00,32,B.J. McLeod,78,Chevrolet,159,30,0,5,0,0
Pocono,2023-07-23 00:00:00,33,Justin Haley,31,Chevrolet,153,19,0,7,0,3
Pocono,2023-07-23 00:00:00,34,Austin Dillon,3,Chevrolet,105,23,0,3,0,0
Pocono,2023-07-23 00:00:00,35,Joey Logano,22,Ford,48,6,21,12,0,10
Pocono,2023-07-23 00:00:00,36,Daniel Suarez,99,Chevrolet,37,17,0,1,0,0
Pocono,2022-07-24 00:00:00,1,Chase Elliott,9,Chevrolet,160,3,0,53,0,13
Pocono,2022-07-24 00:00:00,2,Tyler Reddick,8,Chevrolet,160,16,0,35,0,0
Pocono,2022-07-24 00:00:00,3,Daniel Suarez,99,Chevrolet,160,9,0,47,0,13
Pocono,2022-07-24 00:00:00,4,Christopher Bell,20,Toyota,160,11,14,35,0,2
Pocono,2022-07-24 00:00:00,5,Kyle Larson,5,Chevrolet,160,4,18,45,0,13
Pocono,2022-07-24 00:00:00,6,Michael McDowell,34,Ford,160,25,0,32,0,1
Pocono,2022-07-24 00:00:00,7,Martin Truex Jr.,19,Toyota,160,8,2,35,0,5
Pocono,2022-07-24 00:00:00,8,Bubba Wallace,23,Toyota,160,7,4,29,0,0
Pocono,2022-07-24 00:00:00,9,Erik Jones,43,Chevrolet,160,34,11,42,35,14
Pocono,2022-07-24 00:00:00,10,Austin Dillon,3,Chevrolet,160,15,0,27,0,0
Pocono,2022-07-24 00:00:00,11,Alex Bowman,48,Chevrolet,160,17,0,26,0,0
Pocono,2022-07-24 00:00:00,12,William Byron,24,Chevrolet,160,18,0,36,0,11
Pocono,2022-07-24 00:00:00,13,Aric Almirola,10,Ford,160,12,0,24,0,0
Pocono,2022-07-24 00:00:00,14,Brad Keselowski,6,Ford,160,26,0,23,0,0
Pocono,2022-07-24 00:00:00,15,Chase Briscoe,14,Ford,160,13,0,22,0,0
Pocono,2022-07-24 00:00:00,16,Ty Gibbs,45,Toyota,160,10,0,0,0,0
Pocono,2022-07-24 00:00:00,17,Cole Custer,41,Ford,160,32,0,20,0,0
Pocono,2022-07-24 00:00:00,18,Ricky Stenhouse Jr.,47,Chevrolet,160,19,0,19,0,0
Pocono,2022-07-24 00:00:00,19,Corey LaJoie,7,Chevrolet,160,23,0,20,0,2
Pocono,2022-07-24 00:00:00,20,Joey Logano,22,Ford,160,14,0,17,0,0
Pocono,2022-07-24 00:00:00,21,Justin Haley,31,Chevrolet,160,30,0,16,0,0
Pocono,2022-07-24 00:00:00,22,Ty Dillon,42,Chevrolet,160,27,0,15,35,0
Pocono,2022-07-24 00:00:00,23,Harrison Burton,21,Ford,160,28,4,14,0,0
Pocono,2022-07-24 00:00:00,24,Noah Gragson,16,Chevrolet,160,22,0,0,0,0
Pocono,2022-07-24 00:00:00,25,Todd Gilliland,38,Ford,160,29,0,12,0,0
Pocono,2022-07-24 00:00:00,26,Cody Ware,51,Ford,160,36,0,11,0,0
Pocono,2022-07-24 00:00:00,27,Kevin Harvick,4,Ford,160,24,0,20,0,10
Pocono,2022-07-24 00:00:00,28,J.J. Yeley,15,Ford,159,33,0,0,0,0
Pocono,2022-07-24 00:00:00,29,Chris Buescher,17,Ford,158,5,0,8,0,0
Pocono,2022-07-24 00:00:00,30,B.J. McLeod,78,Ford,158,35,0,0,0,0
Pocono,2022-07-24 00:00:00,31,Austin Cindric,2,Ford,154,20,0,6,0,0
Pocono,2022-07-24 00:00:00,32,Ross Chastain,1,Chevrolet,142,21,16,15,0,10
Pocono,2022-07-24 00:00:00,33,Ryan Blaney,12,Ford,135,6,7,20,0,16
Pocono,2022-07-24 00:00:00,34,Josh Bilicki,77,Chevrolet,35,31,0,0,0,0
Pocono,2022-07-24 00:00:00,35,Denny Hamlin,11,Toyota,160,1,21,2,0,0
Pocono,2022-07-24 00:00:00,36,Kyle Busch,18,Toyota,160,2,63,1,0,0
Richmond,2023-04-02 00:00:00,1,Kyle Larson,5,Chevrolet,400,9,93,52,0,12
Richmond,2023-04-02 00:00:00,2,Josh Berry,9,Chevrolet,400,30,10,0,0,0
Richmond,2023-04-02 00:00:00,3,Ross Chastain,1,Chevrolet,400,4,16,48,0,14
Richmond,2023-04-02 00:00:00,4,Christopher Bell,20,Toyota,400,21,26,45,0,12
Richmond,2023-04-02 00:00:00,5,Kevin Harvick,4,Ford,400,10,0,41,0,9
Richmond,2023-04-02 00:00:00,6,Michael McDowell,34,Ford,400,15,0,31,0,0
Richmond,2023-04-02 00:00:00,7,Joey Logano,22,Ford,400,18,0,36,0,6
Richmond,2023-04-02 00:00:00,8,Alex Bowman,48,Chevrolet,400,1,8,37,0,8
Richmond,2023-04-02 00:00:00,9,Ty Gibbs,54,Toyota,400,14,0,29,0,1
Richmond,2023-04-02 00:00:00,10,Brad Keselowski,6,Ford,400,24,1,34,0,7
Richmond,2023-04-02 00:00:00,11,Martin Truex Jr.,19,Toyota,400,12,56,33,0,7
Richmond,2023-04-02 00:00:00,12,Chase Briscoe,14,Ford,400,19,0,26,0,1
Richmond,2023-04-02 00:00:00,13,Aric Almirola,10,Ford,400,32,0,24,0,0
Richmond,2023-04-02 00:00:00,14,Kyle Busch,8,Chevrolet,400,2,1,23,0,0
Richmond,2023-04-02 00:00:00,15,Todd Gilliland,38,Ford,400,13,0,22,0,0
Richmond,2023-04-02 00:00:00,16,Tyler Reddick,45,Toyota,400,5,0,26,0,5
Richmond,2023-04-02 00:00:00,17,Chandler Smith,13,Chevrolet,400,37,0,0,0,0
Richmond,2023-04-02 00:00:00,18,Ryan Preece,41,Ford,400,33,0,19,0,0
Richmond,2023-04-02 00:00:00,19,Harrison Burton,21,Ford,400,26,0,18,0,0
Richmond,2023-04-02 00:00:00,20,Denny Hamlin,11,Toyota,400,11,71,27,0,10
Richmond,2023-04-02 00:00:00,21,Corey LaJoie,7,Chevrolet,400,16,0,16,0,0
Richmond,2023-04-02 00:00:00,22,Bubba Wallace,23,Toyota,400,28,1,15,0,0
Richmond,2023-04-02 00:00:00,23,Daniel Suarez,99,Chevrolet,400,20,0,14,0,0
Richmond,2023-04-02 00:00:00,24,William Byron,24,Chevrolet,400,3,117,31,0,18
Richmond,2023-04-02 00:00:00,25,Austin Dillon,3,Chevrolet,399,27,0,12,0,0
Richmond,2023-04-02 00:00:00,26,Ryan Blaney,12,Ford,399,17,0,11,0,0
Richmond,2023-04-02 00:00:00,27,AJ Allmendinger,16,Chevrolet,399,25,0,10,0,0
Richmond,2023-04-02 00:00:00,28,Austin Cindric,2,Ford,399,6,0,9,0,0
Richmond,2023-04-02 00:00:00,29,Justin Haley,31,Chevrolet,399,29,0,8,0,0
Richmond,2023-04-02 00:00:00,30,Chris Buescher,17,Ford,398,7,0,7,0,0
Richmond,2023-04-02 00:00:00,31,Erik Jones,43,Chevrolet,398,22,0,6,0,0
Richmond,2023-04-02 00:00:00,32,Ty Dillon,77,Chevrolet,398,36,0,5,0,0
Richmond,2023-04-02 00:00:00,33,Anthony Alfredo,78,Chevrolet,396,35,0,0,0,0
Richmond,2023-04-02 00:00:00,34,Cody Ware,51,Ford,395,31,0,3,0,0
Richmond,2023-04-02 00:00:00,35,Ricky Stenhouse Jr.,47,Chevrolet,384,8,0,2,0,0
Richmond,2023-04-02 00:00:00,36,J.J. Yeley,15,Ford,383,34,0,1,0,0
Richmond,2023-04-02 00:00:00,37,Noah Gragson,42,Chevrolet,303,23,0,1,0,0
Richmond,2022-04-04 00:00:00,1,Denny Hamlin,11,Toyota,400,13,5,40,0,0
Richmond,2022-04-04 00:00:00,2,Kevin Harvick,4,Ford,400,7,0,40,0,5
Richmond,2022-04-04 00:00:00,3,William Byron,24,Chevrolet,400,2,122,43,0,9
Richmond,2022-04-04 00:00:00,4,Martin Truex Jr.,19,Toyota,400,6,80,50,0,17
Richmond,2022-04-04 00:00:00,5,Kyle Larson,5,Chevrolet,400,21,0,34,0,2
Richmond,2022-04-04 00:00:00,6,Christopher Bell,20,Toyota,400,9,63,44,0,13
Richmond,2022-04-04 00:00:00,7,Ryan Blaney,12,Ford,400,1,128,46,0,16
Richmond,2022-04-04 00:00:00,8,Alex Bowman,48,Chevrolet,400,28,0,29,0,0
Richmond,2022-04-04 00:00:00,9,Kyle Busch,18,Toyota,400,3,1,37,0,9
Richmond,2022-04-04 00:00:00,10,Austin Dillon,3,Chevrolet,400,25,0,27,0,0
Richmond,2022-04-04 00:00:00,11,Chase Briscoe,14,Ford,400,4,0,26,0,0
Richmond,2022-04-04 00:00:00,12,Tyler Reddick,8,Chevrolet,400,16,0,25,0,0
Richmond,2022-04-04 00:00:00,13,Brad Keselowski,6,Ford,400,19,0,27,0,3
Richmond,2022-04-04 00:00:00,14,Chase Elliott,9,Chevrolet,400,15,0,33,0,10
Richmond,2022-04-04 00:00:00,15,Chris Buescher,17,Ford,400,18,0,22,0,0
Richmond,2022-04-04 00:00:00,16,Daniel Suarez,99,Chevrolet,400,14,0,21,0,0
Richmond,2022-04-04 00:00:00,17,Joey Logano,22,Ford,399,11,1,30,0,10
Richmond,2022-04-04 00:00:00,18,Harrison Burton,21,Ford,399,17,0,19,0,0
Richmond,2022-04-04 00:00:00,19,Ross Chastain,1,Chevrolet,399,8,0,34,0,16
Richmond,2022-04-04 00:00:00,20,Austin Cindric,2,Ford,399,20,0,17,0,0
Richmond,2022-04-04 00:00:00,21,Aric Almirola,10,Ford,398,10,0,16,0,0
Richmond,2022-04-04 00:00:00,22,Cole Custer,41,Ford,398,12,0,15,0,0
Richmond,2022-04-04 00:00:00,23,Erik Jones,43,Chevrolet,398,5,0,14,0,0
Richmond,2022-04-04 00:00:00,24,Ty Dillon,42,Chevrolet,398,30,0,13,0,0
Richmond,2022-04-04 00:00:00,25,Todd Gilliland,38,Ford,397,22,0,12,0,0
Richmond,2022-04-04 00:00:00,26,Bubba Wallace,23,Toyota,397,29,0,11,0,0
Richmond,2022-04-04 00:00:00,27,AJ Allmendinger,16,Chevrolet,396,26,0,0,0,0
Richmond,2022-04-04 00:00:00,28,Ricky Stenhouse Jr.,47,Chevrolet,396,32,0,9,0,0
Richmond,2022-04-04 00:00:00,29,Justin Haley,31,Chevrolet,396,36,0,8,0,0
Richmond,2022-04-04 00:00:00,30,Michael McDowell,34,Ford,395,24,0,7,0,0
Richmond,2022-04-04 00:00:00,31,Corey LaJoie,7,Chevrolet,392,31,0,6,0,0
Richmond,2022-04-04 00:00:00,32,Landon Cassill,77,Chevrolet,390,23,0,0,0,0
Richmond,2022-04-04 00:00:00,33,J.J. Yeley,15,Ford,390,35,0,0,0,0
Richmond,2022-04-04 00:00:00,34,B.J. McLeod,78,Ford,386,34,0,3,0,0
Richmond,2022-04-04 00:00:00,35,Kurt Busch,45,Toyota,291,27,0,2,0,0
Richmond,2022-04-04 00:00:00,36,Cody Ware,51,Ford,241,33,0,1,0,0
Richmond,2022-04-04 00:00:00,37,Greg Biffle,44,Chevrolet,96,37,0,1,0,0
Richmond,2021-04-18 00:00:00,1,Alex Bowman,48,Chevrolet,400,24,10,51,0,11
Richmond,2021-04-18 00:00:00,2,Denny Hamlin,11,Toyota,400,2,207,55,0,20
Richmond,2021-04-18 00:00:00,3,Joey Logano,22,Ford,400,5,49,50,0,16
Richmond,2021-04-18 00:00:00,4,Christopher Bell,20,Toyota,400,8,0,40,0,7
Richmond,2021-04-18 00:00:00,5,Martin Truex Jr.,19,Toyota,400,1,107,50,0,18
Richmond,2021-04-18 00:00:00,6,Aric Almirola,10,Ford,400,22,0,32,0,1
Richmond,2021-04-18 00:00:00,7,William Byron,24,Chevrolet,400,4,0,40,0,10
Richmond,2021-04-18 00:00:00,8,Kyle Busch,18,Toyota,400,10,1,33,0,4
